# Sheet 'EVC' UsedRange starts at B1 ; data extent rows=46 cols=9
								
								
Seuil libre	600			603.067313368364				
L	70			3.06731336836435				
Hd	3.0677266011664			-0.000413232802045194				
Cd	2.15							
Kp	0.1							
Ka	0							
								
			Pas	0.3				
								
								
			Cote (NGM)	H (m)	C	L (m)	Q (m³/s)	
		1	600	0	0	70	0	1
		2	600.3	0.299999999999955	1.62657844263681	69.88	18.6771149028906	2
		3	600.6	0.599999999999909	1.76765950024676	69.76	57.3102046370245	3
		4	600.9	0.899999999999864	1.85579313048214	69.6400000000001	110.34485527107	4
		5	601.2	1.19999999999982	1.92097720399355	69.5200000000001	175.551216655242	5
		6	601.5	1.49999999999977	1.97311052284857	69.4000000000001	251.563583028244	6
		7	601.8	1.79999999999973	2.01675509253131	69.2800000000001	337.419205842089	7
		8	602.1	2.09999999999968	2.05440837583735	69.1600000000001	432.385084045351	8
		9	602.4	2.39999999999964	2.08759289769762	69.0400000000001	535.874949912529	9
		10	602.7	2.69999999999959	2.11730836513594	68.9200000000002	647.403478234027	10
		11	603	2.99999999999955	2.14424799279656	68.8000000000002	766.558550902401	11
		12	603.299999999999	3.2999999999995	2.16891301298697	68.6800000000002	892.983286982	12
		13	603.599999999999	3.59999999999945	2.19167806823075	68.5600000000002	1026.36379006551	13
		14	603.899999999999	3.89999999999941	2.21283083471811	68.4400000000002	1166.42045184897	14
		15	604.199999999999	4.19999999999936	2.23259720388798	68.3200000000002	1312.90157636063	15
		16	604.499999999999	4.49999999999932	2.25115792635769	68.2000000000003	1465.57857875377	16
		17	604.799999999999	4.79999999999927	2.2686599806898	68.0800000000003	1624.24228756927	17
		18	605.099999999999	5.09999999999923	2.28522455931523	67.9600000000003	1788.70004172798	18
		19	605.399999999999	5.39999999999918	2.30095281511128	67.8400000000003	1958.77337342971	19
		20	605.699999999999	5.69999999999914	2.31593008433048	67.7200000000003	2134.29613183683	20
		21	605.999999999999	5.99999999999909	2.33022904767355	67.6000000000004	2315.11294428762	21
		22	606.299999999999	6.29999999999905	2.34391213552755	67.4800000000004	2501.07794004037	22
		23	606.599999999999	6.599999999999	2.35703338499937	67.3600000000004	2692.05368106918	23
		24	606.899999999999	6.89999999999895	2.36963989260461	67.2400000000004	2887.91025819787	24
		25	607.199999999999	7.19999999999891	2.38177296418012	67.1200000000004	3088.5245207481	25
		26	607.499999999999	7.49999999999886	2.39346903495453	67.0000000000005	3293.77941510024	26
		27	607.799999999999	7.79999999999882	2.4047604129608	66.8800000000005	3503.5634129209	27
		28	608.099999999999	8.09999999999877	2.41567588511869	66.7600000000005	3717.77001383573	28
		29	608.399999999999	8.39999999999873	2.42624121544327	66.6400000000005	3936.29731038894	29
		30	608.699999999999	8.69999999999868	2.43647955770247	66.5200000000005	4159.04760548808	30
		31	608.999999999999	8.99999999999864	2.44641179962477	66.4000000000005	4385.92707436633	31
		32	609.299999999999	9.29999999999859	2.45605685188937	66.2800000000006	4616.845464534	32
		33	609.599999999999	9.59999999999854	2.46543189223329	66.1600000000006	4851.71582833225	33
