# Sheet 'Remous 100 ' UsedRange starts at A1 ; data extent rows=200 cols=22
																					
																					
																					
																					
																					
	Cote seuil 	600																			
	RN	600																			
	PHEE	602.317849748864																			
	Hd	2.31784974886398																			
	Qs	507.535888342577																			
	Nbr de passes	1																			
	Longueur passe	70																			
	Ks	70											1.74993859196805								
	Talus aval	0.8																			
																					
																					
CREAGER	L	5.087962656394																			
	Z	596.270316666967																			
	k	0.5																			
	n	1.756																			
																					
																					
																					
																					
																					
																					
CUILLERE	L	13.63																			
	Z	585.28	S																		
	R	3																			
	Xr	18.85																			
	Zr	587.737456132867																			
		5.22																			
		0.165926537002706																			
		1.4542248083719	Pas Creager	0.175446988151517	0																
			Pas coursier	0.323535039415712	0																
			Pas cuillère	0.0824137758811471		5.69176258125026E-06															
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17					
			X	Z	L	Q	h	S	Pm	Rh	V	Fr	J	Cumul J	H	DH	valeur cible 	Z+h	Mur	Hauteur Mur	
			0	600	70	507.535888342577	1.74993859196805	122.495701437763	73.4998771839361	1.6666109676784	4.14329549841748	1	0	0	602.624907887952	0		601.749938591968	602.544676165568	2.54467616556849	
			0.175446988151517	599.987535187123	70	507.535888342577	1.6359995660816	114.519969625712	73.2719991321632	1.56294315675963	4.4318548983323	1.10626567430159	0.000155536627207395	0.000155536627207395	602.624622308753	-0.000285579198816777	602.624907887952	601.623534753204	602.426753080616	2.43921789349304	
			0.350893976303034	599.957898803779	70	507.535888342577	1.54850464413078	108.395325089154	73.0970092882615	1.48289685370973	4.68226732033999	1.20133863739038	0.000387730523816343	0.000543267151023738	602.623815642564	-0.00109224538766739	-0.000779377756089161	601.50640344791	602.316833158621	2.35893435484149	
			0.526340964454551	599.914195377192	70	507.535888342577	1.47233753820129	103.06362767409	72.9446750764026	1.41290131961162	4.9244908198605	1.29575572417085	0.000464209818398601	0.00100747696942234	602.622547687814	-0.00236020013812777	-0.00119992859788454	601.386532915393	602.203816789934	2.28962141274155	
			0.701787952606068	599.857798850198	70	507.535888342577	1.40416355444199	98.2914488109391	72.808327108884	1.35000284601987	5.16358131335319	1.3912579802828	0.00054767560147728	0.00155515257089962	602.620911027454	-0.0039968604984324	-0.00155521614578902	601.26196240464	602.08590239737	2.22810354717251	
			0.877234940757585	599.78958480891	70	507.535888342577	1.3423404205605	93.9638294392351	72.684680841121	1.2927597445826	5.40139638168741	1.48847043064028	0.000639841344443443	0.00219499391534306	602.618932511433	-0.00597537651890434	-0.00188242798571991	601.131925229471	601.962384650494	2.17279984158381	
			1.0526819289091	599.710186001424	70	507.535888342577	1.28581040787311	90.0067285511177	72.5716208157462	1.24024691111196	5.63886607715479	1.58770132838805	0.000741773832571481	0.00293676774791454	602.616628959556	-0.00827892839572542	-0.00219129364006676	600.995996409297	601.832870977893	2.12268497646926	
			1.22812891706062	599.620092452616	70	507.535888342577	1.23380701403706	86.3664909825941	72.4676140280741	1.19179432275962	5.87653709868638	1.68913111147246	0.000854389414237598	0.00379115716215214	602.614026289907	-0.0108815980454438	-0.00247252766484962	600.853899466653	601.697105053887	2.07701260127089	
			1.40357590521214	599.519700891657	70	507.535888342577	1.18575857572711	83.0031003008976	72.3715171514542	1.14690286410874	6.11466181989215	1.79283285320026	0.000978568094671415	0.00476972525682356	602.611121504675	-0.0137863832769654	-0.00275488518207112	600.705459467384	601.554923113898	2.03522222224058	
			1.57902289336365	599.409342653787	70	507.535888342577	1.14120765363593	79.8845357545153	72.2824153072719	1.10517247403711	6.353368440448	1.89883487623007	0.00111513095856964	0.0058848562153932	602.607904565327	-0.0170033226247597	-0.00304525252283838	600.550550307423	601.406206278023	1.99686362423529	
			1.75446988151517	599.289300903665	70	507.535888342577	1.09976505882408	76.9835541176856	72.1995301176482	1.06626115145406	6.59278327896763	2.00717083217567	0.00126488538266313	0.00714974159805633	602.604396816894	-0.0205110710576264	-0.00331210206479682	600.389065962489	601.250855200101	1.96155429643625	
			1.92991686966669	599.159821974875	70	507.535888342577	1.0611110933684	74.2777765357877	72.1222221867368	1.02988751987522	6.83294401116115	2.11783894851327	0.00142868336540648	0.00857842496346281	602.600602989735	-0.0243048982167693	-0.00357190682836972	600.220933068244	601.088800525495	1.92897855061983	
			2.1053638578182	599.021123209658	70	507.535888342577	1.02497305597949	71.7481139185645	72.049946111959	0.995810792239518	7.07385686707584	2.23082519010607	0.00160735757369992	0.0101857825371627	602.596526998353	-0.0283808895989068	-0.00382533318861533	600.046096265638	600.919989835665	1.89886662600679	
			2.28081084596972	598.873398591453	70	507.535888342577	0.991115459532434	69.3780821672704	71.9822309190649	0.963822338950254	7.31550761404602	2.3461071214914	0.00180174476257235	0.0119875272997351	602.592172137182	-0.0327357507701436	-0.00407285512608269	599.864514050986	600.744383842901	1.87098525144779	
			2.45625783412124	598.716822919399	70	507.535888342577	0.959332968069959	67.1533077648971	71.9186659361399	0.933739619482456	7.55786878167571	2.46365652085038	0.00201268643672916	0.0140002137364642	602.587541235126	-0.037366652826222	-0.00431479136409507	599.676155887469	600.561953728027	1.84513080862803	
			2.63170482227276	598.551554982645	70	507.535888342577	0.929445124384111	65.0611587068878	71.8588902487682	0.905401662642612	7.80090454012843	2.58344121000738	0.00224102903434054	0.0162412427708048	602.582636786142	-0.042271101809888	-0.00455132921024415	599.481000107029	600.372679194671	1.82112421202544	
			2.80715181042427	598.377740026746	70	507.535888342577	0.901292304632457	63.090461324272	71.8025846092649	0.878665603301016	8.04457405587744	2.70542637006392	0.00248762386096907	0.0187288666317738	602.577461064329	-0.0474468236230905	-0.00478254001882306	599.279032331378	600.176546994944	1.79880696819839	
			2.98259879857579	598.195511705572	70	507.535888342577	0.874732542480136	61.2312779736095	71.7494650849603	0.85340396476969	8.28883383033951	2.82957550778088	0.00275332689924818	0.021482193531022	602.57201622904	-0.0528916589119035	-0.00500838917480451	599.070244248052	599.973549778481	1.77803807290843	
			3.15804578672731	598.004993650778	70	507.535888342577	0.849638987470848	59.4747291229594	71.6992779749417	0.829502483187422	8.53363934274145	2.95585117785829	0.00303899856784982	0.0245211920988718	602.566304423773	0	-0.00522874235514337	598.854632638249	599.763685171719	1.75869152094117	
			3.33349277487882	597.806300751331	70	507.535888342577	0.825897837733856	57.8128486413699	71.6517956754677	0.80685833615701	8.77894620780531	3.08421553035687	0.00334550347410289	0.0278666955729747	602.560327871406	-0.00597655236720129	-0.00544336922143884	598.632198589065	599.546955026699	1.74065427536812	
