# Sheet 'Lame 100' UsedRange starts at B2 ; data extent rows=599 cols=18
																	
Période de retour	100																
Débit de pointe entrant	520																
RN	600		0														
Nbr de passes effacées	1																
Nbr de pertuis de VDF	0					 											
																	
PHE	602.317849748864				462.682150251136											Crête	1065
Débit de pointe sortant	507.535888342577		507.535888342577													L	300
																C	1.65
Crête déversoir	605		520														
																	
																	
																	
																	
		Pas	0.1														
																	
																	
		t(h)	Qe	Zi	Ve	Vi	Qs EVC	Vs	DV	Vf	Zf		Qs VDF	Qs Total		Déversement	
		0	0	600	0	4.7	0	0	0	4.7	600		0	0		0	
		0.1	10.4	600	0.001872	4.7	0	0	0.001872	4.701872	590		0	0		0	
		0.2	20.8	590	0.005616	4.701872	0	0	0.005616	4.707488	590		0	0		0	
		0.3	31.2	590	0.00936000000000001	4.707488	0	0	0.00936000000000001	4.716848	590		0	0		0	
		0.4	41.6	590	0.013104	4.716848	0	0	0.013104	4.729952	590		0	0		0	
		0.5	52	590	0.016848	4.729952	0	0	0.016848	4.7468	590		0	0		0	
		0.6	62.4	590	0.020592	4.7468	0	0	0.020592	4.767392	590		0	0		0	
		0.7	72.8	590	0.024336	4.767392	0	0	0.024336	4.791728	590		0	0		0	
		0.8	83.2	590	0.02808	4.791728	0	0	0.02808	4.819808	590		0	0		0	
		0.9	93.6	590	0.031824	4.819808	0	0	0.031824	4.851632	590		0	0		0	
		1	104	590	0.035568	4.851632	0	0	0.035568	4.8872	590		0	0		0	
		1.1	114.4	590	0.039312	4.8872	0	0	0.039312	4.926512	590		0	0		0	
		1.2	124.8	590	0.043056	4.926512	0	0	0.043056	4.969568	590		0	0		0	
		1.3	135.2	590	0.0468	4.969568	0	0	0.0468	5.016368	590		0	0		0	
		1.4	145.6	590	0.050544	5.016368	0	0	0.050544	5.066912	590		0	0		0	
		1.5	156	590	0.0542880000000001	5.066912	0	0	0.0542880000000001	5.1212	590		0	0		0	
		1.6	166.4	590	0.0580320000000001	5.1212	0	0	0.0580320000000001	5.179232	590		0	0		0	
		1.7	176.8	590	0.0617760000000001	5.179232	0	0	0.0617760000000001	5.241008	590		0	0		0	
		1.8	187.2	590	0.0655200000000001	5.241008	0	0	0.0655200000000001	5.306528	590		0	0		0	
		1.9	197.6	590	0.0692640000000001	5.306528	0	0	0.0692640000000001	5.375792	590		0	0		0	
		2	208	590	0.0730079999999999	5.375792	0	0	0.0730079999999999	5.4488	590		0	0		0	
		2.1	218.4	590	0.0767520000000001	5.4488	0	0	0.0767520000000001	5.525552	590		0	0		0	
		2.2	228.8	590	0.0804960000000001	5.525552	0	0	0.0804960000000001	5.606048	590		0	0		0	
		2.3	239.2	590	0.0842400000000001	5.606048	0	0	0.0842400000000001	5.690288	590		0	0		0	
		2.4	249.6	590	0.0879840000000001	5.690288	0	0	0.0879840000000001	5.778272	590		0	0		0	
		2.5	260	590	0.0917280000000001	5.778272	0	0	0.0917280000000001	5.87	590		0	0		0	
		2.6	270.4	590	0.0954720000000001	5.87	0	0	0.0954720000000001	5.965472	590		0	0		0	
		2.7	280.8	590	0.0992160000000001	5.965472	0	0	0.0992160000000001	6.064688	590		0	0		0	
		2.8	291.2	590	0.10296	6.064688	0	0	0.10296	6.167648	590		0	0		0	
		2.9	301.6	590	0.106704	6.167648	0	0	0.106704	6.274352	590		0	0		0	
		3	312	590	0.110448	6.274352	0	0	0.110448	6.3848	590		0	0		0	
		3.1	322.4	590	0.114192	6.3848	0	0	0.114192	6.498992	590		0	0		0	
		3.2	332.8	590	0.117936	6.498992	0	0	0.117936	6.616928	590		0	0		0	
		3.3	343.2	590	0.12168	6.616928	0	0	0.12168	6.738608	590		0	0		0	
		3.4	353.6	590	0.125424	6.738608	0	0	0.125424	6.864032	590		0	0		0	
		3.5	364	590	0.129168	6.864032	0	0	0.129168	6.9932	590		0	0		0	
		3.6	374.4	590	0.132912	6.9932	0	0	0.132912	7.126112	590		0	0		0	
		3.7	384.8	590	0.136656	7.126112	0	0	0.136656	7.262768	590		0	0		0	
		3.8	395.2	590	0.1404	7.262768	0	0	0.1404	7.403168	590		0	0		0	
		3.9	405.6	590	0.144144	7.403168	0	0	0.144144	7.547312	590		0	0		0	
		4	416	590	0.147888	7.547312	0	0	0.147888	7.6952	590		0	0		0	
		4.1	426.4	590	0.151632	7.6952	0	0	0.151632	7.846832	601.055731527819		0	0		0	
